# Electric power consumption in Hakusan campus [kWh]  
Date,"bldg_1","bldg_2&3","bldg_4","bldg_5","bldg_6","bldg_7","bldg_8&9","bldg_10","Hosui-kaikan","Total"
2014/4/1,5940 ,8480 ,1800 ,1800 ,6000 ,62 ,3660 ,0 ,384 ,28116 
2014/4/2,5460 ,8550 ,1600 ,2100 ,5700 ,65 ,3700 ,0 ,337 ,27512 
2014/4/3,5390 ,8220 ,2000 ,2000 ,6800 ,70 ,3720 ,0 ,418 ,28667 
2014/4/4,4220 ,8280 ,1800 ,2000 ,7200 ,70 ,3720 ,0 ,399 ,27719 
2014/4/5,5650 ,7840 ,1500 ,1900 ,5000 ,65 ,3220 ,0 ,239 ,25384 
2014/4/6,2370 ,6560 ,1100 ,1900 ,3800 ,62 ,1920 ,0 ,158 ,17910 
2014/4/7,6640 ,10000 ,1900 ,1900 ,7300 ,98 ,4290 ,0 ,508 ,32786 
2014/4/8,5670 ,9660 ,1900 ,1700 ,7600 ,113 ,4060 ,0 ,386 ,31019 
2014/4/9,4990 ,9670 ,1900 ,2100 ,7700 ,110 ,3860 ,0 ,402 ,30772 
2014/4/10,4980 ,9460 ,1900 ,1900 ,7700 ,127 ,3730 ,0 ,314 ,30111 
2014/4/11,6720 ,9540 ,2000 ,1900 ,7300 ,115 ,3730 ,0 ,410 ,31706 
2014/4/12,4810 ,8330 ,1800 ,1800 ,5500 ,106 ,3160 ,0 ,233 ,25779 
2014/4/13,2360 ,4700 ,1100 ,1800 ,2700 ,84 ,1630 ,0 ,146 ,14540 
2014/4/14,6010 ,9650 ,2000 ,2000 ,7400 ,108 ,3980 ,0 ,358 ,31526 
2014/4/15,4940 ,9330 ,2000 ,1600 ,7900 ,120 ,3730 ,0 ,349 ,29989 
2014/4/16,4250 ,9800 ,2100 ,2000 ,7800 ,84 ,3750 ,0 ,361 ,30245 
2014/4/17,4140 ,9780 ,2000 ,2100 ,7700 ,134 ,3800 ,0 ,331 ,29926 
2014/4/18,5790 ,9510 ,2100 ,1500 ,7400 ,118 ,4070 ,0 ,395 ,30933 
2014/4/19,4690 ,8250 ,1700 ,1900 ,5400 ,134 ,3550 ,0 ,335 ,25970 
2014/4/20,990 ,2590 ,500 ,500 ,1000 ,48 ,860 ,0 ,82 ,6620 
2014/4/21,5660 ,9430 ,2100 ,2000 ,7200 ,122 ,3920 ,0 ,442 ,30925 
2014/4/22,4940 ,9280 ,2000 ,2100 ,7600 ,120 ,3750 ,0 ,394 ,30204 
2014/4/23,4220 ,9260 ,2100 ,1900 ,7600 ,86 ,3870 ,0 ,397 ,29503 
2014/4/24,4070 ,9320 ,2000 ,2000 ,7700 ,120 ,3870 ,0 ,395 ,29455 
2014/4/25,5760 ,9730 ,2200 ,1900 ,7700 ,115 ,3880 ,0 ,425 ,31780 
2014/4/26,4350 ,8650 ,1700 ,1200 ,5700 ,103 ,3330 ,0 ,237 ,25300 
2014/4/27,1930 ,5430 ,1200 ,1100 ,2500 ,84 ,1510 ,0 ,172 ,13856 
2014/4/28,5190 ,9280 ,1900 ,1300 ,7500 ,113 ,3630 ,0 ,326 ,29319 
2014/4/29,4290 ,9250 ,1900 ,1400 ,8000 ,115 ,3370 ,0 ,226 ,28551 
2014/4/30,4040 ,9140 ,2100 ,1900 ,7900 ,82 ,3630 ,0 ,284 ,29105 
2014/5/1,6260 ,9100 ,1900 ,1400 ,8000 ,127 ,3380 ,0 ,276 ,30473 
2014/5/2,6130 ,9770 ,2200 ,1500 ,8000 ,118 ,3080 ,0 ,286 ,31023 
2014/5/3,2040 ,5140 ,1300 ,1100 ,2700 ,84 ,1670 ,0 ,131 ,14185 
2014/5/4,1550 ,6040 ,1300 ,1100 ,2300 ,74 ,1380 ,0 ,127 ,13872 
2014/5/5,1630 ,5940 ,1300 ,1100 ,2400 ,79 ,1660 ,0 ,130 ,14239 
2014/5/6,1360 ,4910 ,1500 ,1200 ,2700 ,79 ,1860 ,0 ,146 ,13765 
2014/5/7,4230 ,9590 ,2000 ,2100 ,8000 ,82 ,3350 ,0 ,302 ,29634 
2014/5/8,5280 ,9540 ,1900 ,1400 ,8000 ,137 ,3240 ,0 ,355 ,29811 
2014/5/9,6190 ,9920 ,2200 ,1600 ,7900 ,127 ,3460 ,0 ,320 ,31648 
2014/5/10,5250 ,8570 ,1900 ,1700 ,5900 ,110 ,2710 ,0 ,242 ,26422 
2014/5/11,2710 ,5010 ,1300 ,1100 ,3100 ,84 ,1530 ,0 ,152 ,15046 
2014/5/12,5880 ,10230 ,2000 ,2100 ,7700 ,115 ,3500 ,0 ,332 ,31848 
2014/5/13,6080 ,10230 ,2000 ,2100 ,8200 ,113 ,3460 ,0 ,367 ,32590 
2014/5/14,6840 ,10400 ,2100 ,1800 ,8600 ,101 ,3930 ,0 ,392 ,34123 
2014/5/15,5830 ,9960 ,2200 ,1500 ,8300 ,125 ,3530 ,0 ,379 ,31843 
2014/5/16,6890 ,10150 ,2200 ,1500 ,8500 ,120 ,3810 ,0 ,464 ,33694 
2014/5/17,4870 ,8980 ,1800 ,1300 ,5900 ,110 ,2630 ,0 ,190 ,25761 
2014/5/18,1890 ,5040 ,1400 ,1100 ,2400 ,84 ,1340 ,0 ,140 ,13364 
2014/5/19,7000 ,10230 ,2100 ,2100 ,8100 ,110 ,3590 ,0 ,339 ,33649 
2014/5/20,7350 ,10330 ,2200 ,2200 ,8500 ,118 ,3530 ,0 ,352 ,34630 
2014/5/21,4410 ,9650 ,2200 ,2100 ,8300 ,120 ,3530 ,0 ,341 ,30571 
2014/5/22,6330 ,10200 ,2100 ,2000 ,8200 ,134 ,3870 ,0 ,366 ,33280 
2014/5/23,6460 ,10050 ,2100 ,2200 ,8000 ,120 ,3550 ,0 ,419 ,32929 
2014/5/24,5280 ,8960 ,1900 ,1900 ,5900 ,110 ,3060 ,0 ,433 ,27514 
2014/5/25,2940 ,5770 ,1400 ,1700 ,2600 ,79 ,1540 ,0 ,206 ,16215 
2014/5/26,6880 ,10570 ,2100 ,2100 ,8100 ,113 ,4130 ,0 ,368 ,34421 
2014/5/27,7720 ,10350 ,2300 ,2200 ,8700 ,108 ,4080 ,0 ,455 ,35893 
2014/5/28,7480 ,10610 ,2200 ,2100 ,8700 ,82 ,3970 ,0 ,596 ,35788 
2014/5/29,7860 ,10580 ,2300 ,2100 ,8800 ,118 ,4130 ,0 ,602 ,36509 
2014/5/30,8780 ,10780 ,2400 ,1700 ,8800 ,115 ,4320 ,0 ,614 ,37519 
2014/5/31,7290 ,9310 ,2100 ,2200 ,6900 ,113 ,3670 ,0 ,252 ,31935 
2014/6/1,3730 ,5220 ,1400 ,2000 ,2700 ,82 ,2610 ,0 ,173 ,18384 
2014/6/2,9260 ,11520 ,2400 ,2100 ,8800 ,115 ,4830 ,0 ,524 ,40515 
2014/6/3,8920 ,11120 ,2300 ,2300 ,9600 ,118 ,4720 ,0 ,467 ,40469 
2014/6/4,8950 ,11260 ,2500 ,2400 ,9400 ,113 ,4510 ,0 ,538 ,40651 
2014/6/5,6920 ,10600 ,2200 ,2100 ,8800 ,132 ,4250 ,0 ,478 ,36258 
2014/6/6,7420 ,10190 ,2500 ,2100 ,8500 ,132 ,3620 ,0 ,408 ,35680 
2014/6/7,4990 ,9140 ,2000 ,1800 ,6200 ,132 ,3190 ,0 ,275 ,28473 
2014/6/8,3440 ,6180 ,1500 ,1100 ,2400 ,91 ,1930 ,0 ,143 ,17227 
2014/6/9,7470 ,10330 ,2200 ,1800 ,8300 ,118 ,4290 ,0 ,353 ,35664 
2014/6/10,8100 ,10830 ,2400 ,1800 ,9000 ,127 ,4510 ,0 ,471 ,38021 
2014/6/11,7650 ,10780 ,2300 ,2200 ,8800 ,120 ,4370 ,0 ,518 ,37653 
2014/6/12,7450 ,10440 ,2300 ,2000 ,8700 ,132 ,4240 ,0 ,431 ,36491 
2014/6/13,8840 ,10970 ,2600 ,2100 ,8900 ,132 ,4260 ,0 ,464 ,39073 
2014/6/14,6660 ,9600 ,2100 ,1400 ,6800 ,118 ,3390 ,0 ,258 ,31154 
2014/6/15,5200 ,7040 ,1500 ,1200 ,2800 ,86 ,1900 ,0 ,161 ,20391 
2014/6/16,9350 ,11190 ,2400 ,2200 ,8800 ,127 ,4320 ,0 ,431 ,39756 
2014/6/17,8950 ,10880 ,2400 ,1900 ,9400 ,132 ,4240 ,0 ,473 ,39251 
2014/6/18,8150 ,10710 ,2400 ,1800 ,9000 ,118 ,4250 ,0 ,580 ,37780 
2014/6/19,8320 ,11190 ,2400 ,1800 ,9100 ,134 ,4350 ,0 ,534 ,38767 
2014/6/20,9070 ,10810 ,2600 ,1900 ,9200 ,120 ,4430 ,0 ,481 ,39476 
2014/6/21,6900 ,9550 ,2000 ,1500 ,5700 ,113 ,4050 ,0 ,161 ,30737 
2014/6/22,4500 ,6620 ,1800 ,1500 ,5000 ,103 ,2390 ,0 ,140 ,22698 
2014/6/23,8360 ,11010 ,2400 ,2100 ,8900 ,125 ,4800 ,0 ,499 ,39095 
2014/6/24,8280 ,10980 ,2300 ,2100 ,9300 ,120 ,4390 ,0 ,459 ,38803 
2014/6/25,8210 ,10790 ,2600 ,2300 ,9200 ,122 ,4360 ,0 ,468 ,38894 
2014/6/26,8110 ,10930 ,2400 ,2000 ,9300 ,139 ,4390 ,0 ,424 ,38611 
2014/6/27,8590 ,11070 ,2500 ,2100 ,9000 ,178 ,4250 ,0 ,439 ,38967 
2014/6/28,7080 ,9340 ,2100 ,1600 ,6700 ,142 ,3580 ,0 ,295 ,31606 
2014/6/29,3620 ,7540 ,1700 ,2100 ,3900 ,103 ,2150 ,0 ,200 ,21860 
2014/6/30,8350 ,10920 ,2400 ,1700 ,8700 ,134 ,4380 ,0 ,491 ,37954 
2014/7/1,8650 ,11170 ,2400 ,1900 ,9400 ,132 ,4490 ,0 ,610 ,39686 
2014/7/2,9250 ,11280 ,2600 ,2000 ,9400 ,132 ,4450 ,0 ,738 ,40804 
2014/7/3,9150 ,11370 ,2400 ,2300 ,9200 ,158 ,4700 ,0 ,496 ,40636 
2014/7/4,8190 ,10730 ,2600 ,2200 ,8700 ,142 ,4280 ,0 ,440 ,38260 
2014/7/5,5560 ,9210 ,2200 ,1500 ,6600 ,134 ,3230 ,0 ,315 ,29413 
2014/7/6,5740 ,6190 ,1700 ,2000 ,4400 ,101 ,2000 ,0 ,171 ,22911 
2014/7/7,8450 ,10890 ,2400 ,2300 ,8500 ,134 ,4460 ,0 ,396 ,38361 
2014/7/8,9790 ,11420 ,2500 ,2500 ,9700 ,144 ,4700 ,0 ,479 ,42233 
2014/7/9,8230 ,11200 ,2600 ,1700 ,9200 ,132 ,4440 ,0 ,610 ,39050 
2014/7/10,5830 ,11550 ,2500 ,1800 ,9700 ,154 ,4870 ,0 ,521 ,37648 
2014/7/11,6990 ,12010 ,2900 ,1900 ,9800 ,151 ,4690 ,0 ,475 ,39842 
2014/7/12,5510 ,10300 ,2400 ,1700 ,7500 ,182 ,4060 ,0 ,318 ,32816 
2014/7/13,5170 ,7230 ,1700 ,2000 ,2600 ,142 ,2030 ,0 ,206 ,21658 
2014/7/14,7410 ,12550 ,2700 ,2100 ,9900 ,101 ,4890 ,0 ,511 ,41106 
2014/7/15,7540 ,12390 ,2600 ,2200 ,10700 ,158 ,4730 ,0 ,554 ,41790 
2014/7/16,7540 ,12810 ,2800 ,2200 ,10500 ,118 ,4870 ,0 ,542 ,42321 
2014/7/17,7160 ,12090 ,2700 ,1900 ,10000 ,154 ,4940 ,0 ,629 ,40451 
2014/7/18,7080 ,11660 ,2600 ,1900 ,9500 ,106 ,4530 ,0 ,404 ,38712 
2014/7/19,5560 ,9590 ,2200 ,1600 ,5700 ,120 ,2810 ,0 ,217 ,28408 
2014/7/20,5420 ,8190 ,1900 ,1900 ,6400 ,86 ,2660 ,0 ,150 ,27380 
2014/7/21,5700 ,8900 ,1900 ,1700 ,6400 ,84 ,2950 ,0 ,209 ,28590 
2014/7/22,8700 ,12000 ,2400 ,1900 ,10200 ,199 ,5030 ,0 ,523 ,41847 
2014/7/23,8580 ,12280 ,2600 ,2100 ,10300 ,122 ,5230 ,0 ,707 ,42828 
2014/7/24,8150 ,11520 ,2300 ,1900 ,8200 ,127 ,4280 ,0 ,590 ,37903 
2014/7/25,8990 ,11350 ,2600 ,1900 ,8900 ,115 ,5070 ,0 ,670 ,40744 
2014/7/26,9180 ,10370 ,2400 ,1800 ,7200 ,120 ,4210 ,0 ,253 ,36347 
2014/7/27,3960 ,7080 ,1500 ,1400 ,4000 ,86 ,2600 ,0 ,173 ,21306 
2014/7/28,7540 ,10860 ,2500 ,1800 ,8600 ,180 ,4760 ,0 ,535 ,37684 
2014/7/29,8820 ,10890 ,2500 ,1800 ,8500 ,118 ,4860 ,0 ,541 ,38939 
2014/7/30,8480 ,11220 ,2400 ,1700 ,8900 ,125 ,5090 ,0 ,574 ,39371 
2014/7/31,8630 ,11110 ,2500 ,1700 ,8800 ,130 ,5030 ,0 ,574 ,39350 
2014/8/1,7910 ,10960 ,2200 ,1600 ,7300 ,134 ,4700 ,0 ,499 ,36274 
2014/8/2,6940 ,9630 ,2000 ,1500 ,5700 ,101 ,4310 ,0 ,226 ,31166 
2014/8/3,5120 ,7910 ,1700 ,2000 ,3100 ,86 ,3190 ,0 ,132 ,23856 
2014/8/4,7690 ,11110 ,2200 ,2200 ,7200 ,118 ,4670 ,0 ,602 ,36750 
2014/8/5,8720 ,10700 ,2400 ,2400 ,7200 ,115 ,4510 ,0 ,623 ,37586 
2014/8/6,8490 ,10410 ,2300 ,2200 ,7000 ,158 ,4690 ,0 ,805 ,37124 
2014/8/7,7770 ,10470 ,2200 ,2200 ,6800 ,108 ,4470 ,0 ,845 ,35708 
2014/8/8,7750 ,9790 ,2100 ,2300 ,6200 ,72 ,3650 ,0 ,866 ,33554 
2014/8/9,5140 ,7600 ,1800 ,1800 ,5400 ,65 ,2670 ,0 ,419 ,25541 
2014/8/10,6180 ,6690 ,1300 ,2000 ,4100 ,62 ,2010 ,0 ,287 ,23274 
2014/8/11,4800 ,8200 ,1700 ,1400 ,3600 ,60 ,2270 ,0 ,376 ,22955 
2014/8/12,4450 ,7810 ,1700 ,1300 ,3600 ,86 ,2080 ,0 ,221 ,21794 
2014/8/13,4050 ,7700 ,1300 ,1300 ,3200 ,67 ,1530 ,0 ,247 ,20491 
2014/8/14,4320 ,7390 ,1400 ,1200 ,3100 ,58 ,1990 ,0 ,192 ,20143 
2014/8/15,5410 ,7960 ,1500 ,1200 ,3300 ,62 ,2000 ,0 ,201 ,22238 
2014/8/16,4600 ,7640 ,1300 ,1100 ,3000 ,60 ,1850 ,0 ,158 ,20309 
2014/8/17,4060 ,5830 ,1600 ,1200 ,2700 ,65 ,1660 ,0 ,161 ,17632 
2014/8/18,4860 ,9420 ,1800 ,1600 ,6100 ,65 ,3290 ,0 ,508 ,28424 
2014/8/19,5350 ,9290 ,1700 ,1500 ,5500 ,98 ,3390 ,0 ,550 ,28122 
2014/8/20,5900 ,9630 ,2200 ,1700 ,6000 ,82 ,3440 ,0 ,660 ,30271 
2014/8/21,5540 ,9680 ,2200 ,1400 ,6200 ,70 ,3760 ,0 ,592 ,30258 
2014/8/22,8240 ,9890 ,2200 ,2000 ,8300 ,60 ,4610 ,0 ,614 ,36854 
2014/8/23,7670 ,8860 ,2000 ,2000 ,7200 ,65 ,3530 ,0 ,142 ,32086 
2014/8/24,3650 ,6950 ,1400 ,1200 ,2700 ,65 ,2430 ,0 ,140 ,19064 
2014/8/25,3820 ,8900 ,1500 ,1500 ,5200 ,67 ,3900 ,0 ,470 ,26070 
2014/8/26,3260 ,8560 ,1400 ,1500 ,5200 ,67 ,3260 ,0 ,477 ,24358 
2014/8/27,2910 ,8640 ,1400 ,1400 ,4700 ,62 ,3130 ,0 ,403 ,23209 
2014/8/28,3630 ,8230 ,1900 ,1400 ,4300 ,62 ,2770 ,0 ,398 ,23293 
2014/8/29,3980 ,8500 ,1800 ,1500 ,4100 ,62 ,2770 ,0 ,477 ,23749 
2014/8/30,3380 ,7780 ,1800 ,1400 ,4000 ,74 ,1950 ,0 ,355 ,21218 
2014/8/31,2170 ,5040 ,1300 ,1200 ,2700 ,65 ,1810 ,0 ,139 ,14803 
2014/9/1,2690 ,7670 ,1800 ,1400 ,3700 ,60 ,3320 ,0 ,415 ,21670 
2014/9/2,3340 ,8170 ,1800 ,1400 ,4700 ,60 ,3310 ,0 ,442 ,23772 
2014/9/3,2960 ,8020 ,1600 ,1400 ,4200 ,60 ,3190 ,0 ,461 ,22392 
2014/9/4,3800 ,8100 ,1700 ,2400 ,4100 ,60 ,3160 ,0 ,413 ,24414 
2014/9/5,4350 ,8700 ,1900 ,2300 ,4400 ,70 ,3630 ,0 ,528 ,26686 
2014/9/6,4170 ,7910 ,1600 ,1300 ,4300 ,60 ,3280 ,0 ,355 ,23588 
2014/9/7,4090 ,6500 ,1400 ,1800 ,3700 ,60 ,1950 ,0 ,209 ,20208 
2014/9/8,3670 ,7950 ,1700 ,1300 ,4200 ,62 ,2990 ,0 ,407 ,22787 
2014/9/9,3700 ,7930 ,1800 ,1700 ,4300 ,62 ,3010 ,0 ,371 ,23621 
2014/9/10,3070 ,8000 ,1600 ,1400 ,4700 ,60 ,3110 ,0 ,424 ,22897 
2014/9/11,3200 ,8030 ,1800 ,1600 ,4700 ,62 ,3190 ,0 ,431 ,23619 
2014/9/12,4550 ,7930 ,1800 ,1800 ,5000 ,62 ,2890 ,0 ,407 ,25018 
2014/9/13,3760 ,7410 ,1600 ,1800 ,6200 ,60 ,2490 ,0 ,233 ,24120 
2014/9/14,2680 ,5760 ,1400 ,1000 ,2700 ,62 ,1600 ,0 ,218 ,15823 
2014/9/15,2350 ,5490 ,1500 ,1200 ,2500 ,60 ,1810 ,0 ,177 ,15399 
2014/9/16,3910 ,8580 ,1700 ,2000 ,4400 ,62 ,3320 ,0 ,403 ,25066 
2014/9/17,3020 ,8050 ,1500 ,1300 ,4200 ,77 ,2960 ,0 ,430 ,22126 
2014/9/18,2600 ,8130 ,1700 ,1300 ,4200 ,84 ,2880 ,0 ,433 ,21822 
2014/9/19,2870 ,8430 ,1800 ,1800 ,4200 ,82 ,3310 ,0 ,341 ,23481 
2014/9/20,2300 ,7630 ,1600 ,1900 ,3700 ,84 ,2860 ,0 ,241 ,20897 
2014/9/21,4090 ,5100 ,1600 ,1700 ,2900 ,84 ,1750 ,0 ,149 ,17847 
2014/9/22,6980 ,10520 ,2400 ,1900 ,8000 ,122 ,3810 ,0 ,351 ,34857 
2014/9/23,6790 ,10030 ,2400 ,2000 ,8100 ,118 ,3350 ,0 ,298 ,33889 
2014/9/24,6860 ,10460 ,2300 ,1600 ,8200 ,122 ,3930 ,0 ,383 ,34680 
2014/9/25,7950 ,10400 ,2300 ,2000 ,8400 ,146 ,4120 ,0 ,437 ,36615 
2014/9/26,7290 ,10260 ,2400 ,1700 ,8200 ,120 ,3890 ,0 ,386 ,34976 
2014/9/27,5090 ,8980 ,2100 ,1900 ,5700 ,96 ,2980 ,0 ,227 ,27760 
2014/9/28,3630 ,5220 ,1600 ,1800 ,2600 ,86 ,1590 ,0 ,134 ,17153 
2014/9/29,7030 ,10530 ,2400 ,1900 ,8000 ,113 ,4120 ,0 ,367 ,35213 
2014/9/30,7750 ,10860 ,2300 ,2100 ,8300 ,125 ,4010 ,0 ,414 ,36824 
2014/10/1,5420 ,10370 ,2200 ,1700 ,8100 ,98 ,3800 ,0 ,379 ,32695 
2014/10/2,6400 ,10510 ,2400 ,1500 ,8200 ,139 ,3920 ,0 ,430 ,34353 
2014/10/3,8760 ,10890 ,2400 ,1800 ,8600 ,122 ,4490 ,0 ,430 ,38414 
2014/10/4,5910 ,9130 ,2200 ,2200 ,6200 ,115 ,3220 ,0 ,266 ,29935 
2014/10/5,2630 ,5220 ,1600 ,1300 ,3000 ,91 ,1660 ,0 ,140 ,16087 
2014/10/6,2240 ,6490 ,1100 ,1400 ,3300 ,94 ,2880 ,0 ,311 ,18249 
2014/10/7,6080 ,10210 ,2300 ,1700 ,8100 ,110 ,3580 ,0 ,362 ,33226 
2014/10/8,6230 ,10320 ,2200 ,1800 ,8000 ,113 ,3880 ,0 ,349 ,33664 
2014/10/9,5710 ,10310 ,2400 ,1700 ,8000 ,130 ,4000 ,0 ,381 ,33475 
2014/10/10,6860 ,10480 ,2300 ,2300 ,7900 ,122 ,4040 ,0 ,403 ,35170 
2014/10/11,5240 ,8900 ,2100 ,1500 ,6100 ,110 ,3200 ,0 ,282 ,28093 
2014/10/12,2420 ,5040 ,1400 ,1100 ,2500 ,82 ,1740 ,0 ,203 ,14852 
2014/10/13,3350 ,8540 ,1800 ,1500 ,6300 ,115 ,2870 ,0 ,209 ,25255 
2014/10/14,6690 ,10320 ,2300 ,1900 ,8000 ,110 ,3940 ,0 ,373 ,34471 
2014/10/15,4030 ,9640 ,2200 ,1600 ,7500 ,108 ,3420 ,0 ,354 ,29507 
2014/10/16,3880 ,9720 ,2200 ,1800 ,7600 ,120 ,3360 ,0 ,362 ,29625 
2014/10/17,4640 ,9920 ,2300 ,1800 ,7300 ,120 ,3380 ,0 ,358 ,30621 
2014/10/18,3990 ,8500 ,2000 ,1400 ,5800 ,110 ,2600 ,0 ,181 ,25122 
2014/10/19,2060 ,4870 ,1200 ,1100 ,2900 ,84 ,1430 ,0 ,217 ,14237 
2014/10/20,3850 ,9750 ,2300 ,1400 ,7400 ,120 ,3470 ,0 ,320 ,29343 
2014/10/21,4650 ,9770 ,2300 ,1700 ,7800 ,120 ,3520 ,0 ,341 ,30731 
2014/10/22,3980 ,9820 ,2300 ,1500 ,7400 ,122 ,3510 ,0 ,326 ,29709 
2014/10/23,3760 ,9540 ,2200 ,2000 ,7300 ,130 ,3490 ,0 ,374 ,29461 
2014/10/24,3800 ,9530 ,2200 ,1500 ,7200 ,120 ,3260 ,0 ,378 ,28650 
2014/10/25,3880 ,8680 ,2000 ,1900 ,5800 ,89 ,2880 ,0 ,267 ,26167 
2014/10/26,2590 ,6240 ,1800 ,1100 ,2400 ,86 ,1690 ,0 ,207 ,16593 
2014/10/27,4750 ,9880 ,2100 ,1600 ,7300 ,110 ,3570 ,0 ,347 ,30254 
2014/10/28,3580 ,9720 ,2000 ,1700 ,7200 ,110 ,3420 ,0 ,378 ,28753 
2014/10/29,3510 ,9820 ,2300 ,1500 ,7100 ,106 ,3480 ,0 ,122 ,28637 
2014/10/30,3440 ,9620 ,2300 ,1500 ,7200 ,125 ,3410 ,0 ,607 ,28908 
2014/10/31,4010 ,7010 ,1800 ,1700 ,4200 ,96 ,2330 ,0 ,355 ,21954 
2014/11/1,4790 ,5970 ,1800 ,2100 ,4500 ,98 ,1900 ,0 ,213 ,21994 
2014/11/2,5230 ,5130 ,1600 ,2100 ,4300 ,94 ,1440 ,0 ,136 ,20556 
2014/11/3,2230 ,5340 ,1300 ,1300 ,3200 ,103 ,1870 ,0 ,170 ,15908 
2014/11/4,3810 ,9650 ,2100 ,1700 ,7100 ,115 ,3850 ,0 ,309 ,29273 
2014/11/5,3560 ,9440 ,2100 ,1500 ,7100 ,120 ,3690 ,0 ,370 ,28546 
2014/11/6,3390 ,9500 ,2100 ,1500 ,7300 ,137 ,3680 ,0 ,368 ,28665 
2014/11/7,3790 ,9490 ,2000 ,1900 ,7200 ,132 ,3660 ,0 ,378 ,29246 
2014/11/8,4040 ,8500 ,1900 ,1800 ,5900 ,118 ,3380 ,0 ,256 ,26495 
2014/11/9,2750 ,5990 ,1400 ,1900 ,4000 ,106 ,2780 ,0 ,176 ,19663 
2014/11/10,5120 ,9630 ,2200 ,1500 ,7000 ,115 ,3440 ,0 ,349 ,29920 
2014/11/11,5270 ,9650 ,2000 ,1500 ,7200 ,115 ,3990 ,0 ,459 ,30957 
2014/11/12,5010 ,9710 ,2000 ,1500 ,7100 ,118 ,4050 ,0 ,383 ,30545 
2014/11/13,3290 ,9450 ,2100 ,1700 ,7300 ,132 ,3920 ,0 ,379 ,29604 
2014/11/14,6030 ,9580 ,2100 ,1700 ,7300 ,127 ,3690 ,0 ,412 ,31599 
2014/11/15,5310 ,8280 ,1800 ,1600 ,5600 ,122 ,3480 ,0 ,241 ,27469 
2014/11/16,2500 ,5040 ,1000 ,1300 ,3200 ,91 ,1660 ,0 ,235 ,15490 
2014/11/17,6170 ,9850 ,2000 ,1600 ,7100 ,125 ,4100 ,0 ,439 ,32157 
2014/11/18,6070 ,9780 ,2100 ,1500 ,7300 ,192 ,4190 ,0 ,481 ,32399 
2014/11/19,6130 ,9850 ,2100 ,1900 ,7500 ,108 ,4230 ,0 ,439 ,33021 
2014/11/20,7000 ,9940 ,2200 ,2100 ,7600 ,149 ,4630 ,0 ,656 ,35029 
2014/11/21,6250 ,9970 ,2100 ,1900 ,7400 ,130 ,4060 ,0 ,485 ,33066 
2014/11/22,4560 ,8830 ,1900 ,2100 ,5800 ,130 ,3510 ,0 ,254 ,27836 
2014/11/23,3270 ,6360 ,1500 ,1400 ,2800 ,89 ,2000 ,0 ,248 ,18110 
2014/11/24,6100 ,9520 ,2000 ,1600 ,6700 ,125 ,3650 ,0 ,282 ,30784 
2014/11/25,6190 ,9840 ,2100 ,1800 ,7600 ,130 ,4120 ,0 ,471 ,33010 
2014/11/26,7170 ,10050 ,2200 ,2000 ,7800 ,137 ,4660 ,0 ,550 ,35323 
2014/11/27,5860 ,9810 ,2100 ,1600 ,7300 ,134 ,4120 ,0 ,478 ,32105 
2014/11/28,5810 ,9790 ,2200 ,1800 ,7300 ,139 ,3890 ,0 ,466 ,32086 
2014/11/29,5270 ,8600 ,1900 ,2100 ,5600 ,132 ,3470 ,0 ,286 ,28159 
2014/11/30,3150 ,4780 ,1700 ,2000 ,2800 ,96 ,1840 ,0 ,148 ,16948 
2014/12/1,5890 ,9990 ,2200 ,1800 ,7200 ,127 ,4220 ,0 ,459 ,32639 
2014/12/2,6390 ,10190 ,2100 ,1700 ,7500 ,127 ,4190 ,0 ,526 ,33473 
2014/12/3,6570 ,10050 ,2200 ,2000 ,7300 ,84 ,4280 ,0 ,578 ,33908 
2014/12/4,6860 ,10270 ,2300 ,2100 ,7600 ,115 ,4560 ,0 ,679 ,35289 
2014/12/5,7810 ,9900 ,2100 ,2000 ,7400 ,94 ,4050 ,0 ,557 ,34119 
2014/12/6,7270 ,8890 ,2000 ,1800 ,6100 ,91 ,3590 ,0 ,269 ,30741 
2014/12/7,4650 ,4840 ,1500 ,1900 ,2700 ,62 ,1800 ,0 ,145 ,18147 
2014/12/8,8390 ,10380 ,2200 ,2100 ,7700 ,98 ,4310 ,0 ,553 ,36516 
2014/12/9,8410 ,10450 ,2300 ,2000 ,8000 ,103 ,4620 ,0 ,494 ,37237 
2014/12/10,8510 ,10400 ,2300 ,2100 ,8100 ,101 ,4540 ,0 ,566 ,37533 
2014/12/11,7680 ,10150 ,2200 ,2200 ,8100 ,115 ,4600 ,0 ,539 ,36357 
2014/12/12,7730 ,10170 ,2500 ,1800 ,7300 ,122 ,4290 ,0 ,560 ,35390 
2014/12/13,7030 ,8670 ,1900 ,2000 ,6000 ,134 ,3860 ,0 ,359 ,30663 
2014/12/14,4470 ,5030 ,1200 ,1400 ,3500 ,113 ,2170 ,0 ,235 ,18619 
2014/12/15,8730 ,10730 ,2400 ,2100 ,8000 ,122 ,4660 ,0 ,781 ,38430 
2014/12/16,9130 ,11070 ,2500 ,2200 ,8100 ,127 ,4770 ,0 ,818 ,39673 
2014/12/17,9220 ,10980 ,2300 ,2200 ,7900 ,127 ,4990 ,0 ,758 ,39441 
2014/12/18,9210 ,10630 ,2400 ,2000 ,8000 ,125 ,5190 ,0 ,795 ,39227 
