# Electric power consumption in Hakusan campus [kWh]  
Date,"bldg_1","bldg_2&3","bldg_4","bldg_5","bldg_6","bldg_7","bldg_8&9","bldg_10","Hosui-kaikan","Total"
2017/12/1,6690 ,8520 ,2200 ,2200 ,7421 ,135 ,4381 ,629 ,526 ,33459 
2017/12/2,6100 ,7440 ,1700 ,1700 ,5949 ,120 ,3699 ,641 ,323 ,28256 
2017/12/3,3170 ,5230 ,1300 ,1600 ,3586 ,97 ,1899 ,201 ,193 ,17692 
2017/12/4,7880 ,8560 ,2300 ,2200 ,7668 ,127 ,4304 ,646 ,564 ,35116 
2017/12/5,7250 ,8550 ,2000 ,2200 ,7639 ,120 ,4307 ,613 ,466 ,33878 
2017/12/6,6740 ,8560 ,2100 ,2300 ,7529 ,123 ,4317 ,703 ,497 ,33609 
2017/12/7,7880 ,8730 ,2100 ,2200 ,7646 ,132 ,4396 ,674 ,504 ,35039 
2017/12/8,8400 ,8610 ,2400 ,2300 ,7707 ,143 ,4417 ,633 ,565 ,36018 
2017/12/9,6680 ,7430 ,1900 ,2100 ,6077 ,121 ,3651 ,629 ,469 ,29702 
2017/12/10,4500 ,4660 ,1000 ,1300 ,3847 ,93 ,1622 ,228 ,212 ,17893 
2017/12/11,5240 ,8560 ,2100 ,2000 ,7831 ,126 ,4814 ,676 ,583 ,32605 
2017/12/12,6950 ,8870 ,2200 ,1800 ,7896 ,121 ,4962 ,668 ,568 ,34830 
2017/12/13,5080 ,8550 ,2100 ,2500 ,8114 ,113 ,4820 ,740 ,562 ,33255 
2017/12/14,4770 ,8400 ,2200 ,2100 ,7899 ,133 ,5010 ,720 ,629 ,32607 
2017/12/15,4820 ,8390 ,2400 ,2200 ,7853 ,122 ,4730 ,650 ,553 ,32422 
2017/12/16,5350 ,7120 ,1800 ,1900 ,6362 ,103 ,3782 ,658 ,295 ,27948 
2017/12/17,2760 ,4220 ,1500 ,1100 ,3444 ,93 ,2344 ,166 ,137 ,16186 
2017/12/18,6220 ,8360 ,2300 ,2200 ,8088 ,121 ,4895 ,605 ,610 ,35137 
2017/12/19,4140 ,8160 ,2200 ,2200 ,7754 ,131 ,4410 ,590 ,487 ,30724 
2017/12/20,4110 ,8340 ,2200 ,1900 ,7659 ,119 ,4521 ,629 ,561 ,30676 
2017/12/21,4090 ,8070 ,2200 ,1900 ,7766 ,138 ,4743 ,667 ,578 ,30818 
2017/12/22,6990 ,8170 ,2300 ,2200 ,7368 ,119 ,4786 ,564 ,550 ,33734 
2017/12/23,5600 ,6730 ,1900 ,2300 ,5640 ,90 ,2956 ,384 ,283 ,26526 
2017/12/24,2440 ,4030 ,1300 ,1600 ,2700 ,60 ,1846 ,204 ,139 ,14691 
2017/12/25,3910 ,7840 ,1900 ,1700 ,7395 ,98 ,4262 ,538 ,553 ,28825 
2017/12/26,1190 ,4300 ,1200 ,1200 ,2750 ,93 ,2193 ,357 ,184 ,13698 
2017/12/27,450 ,2290 ,200 ,500 ,1922 ,89 ,844 ,196 ,119 ,6972 
2017/12/28,3000 ,4080 ,300 ,900 ,2127 ,96 ,1547 ,313 ,127 ,10656 
2017/12/29,1540 ,4310 ,900 ,1000 ,2246 ,91 ,2052 ,358 ,122 ,12908 
2017/12/30,1040 ,4060 ,900 ,1000 ,2307 ,95 ,1881 ,319 ,121 ,11926 
2017/12/31,1020 ,3830 ,800 ,900 ,2085 ,94 ,1585 ,205 ,119 ,10921 
2018/1/1,1550 ,3870 ,800 ,900 ,2105 ,94 ,1774 ,296 ,120 ,11811 
2018/1/2,1060 ,4000 ,800 ,1000 ,2117 ,94 ,1608 ,322 ,115 ,11367 
2018/1/3,1070 ,4050 ,700 ,1000 ,2119 ,90 ,1680 ,340 ,122 ,11378 
2018/1/4,5150 ,5660 ,1000 ,1400 ,2897 ,84 ,2240 ,400 ,143 ,19498 
2018/1/5,7950 ,9010 ,2100 ,2000 ,8133 ,147 ,4926 ,674 ,682 ,36468 
2018/1/6,5780 ,7320 ,1700 ,1600 ,5959 ,117 ,4155 ,495 ,289 ,28037 
2018/1/7,2020 ,5040 ,1100 ,1100 ,2544 ,91 ,2255 ,235 ,128 ,14879 
2018/1/8,2390 ,5410 ,1100 ,1100 ,2866 ,95 ,2084 ,396 ,143 ,16000 
2018/1/9,7500 ,8420 ,2100 ,1800 ,8059 ,124 ,4989 ,611 ,565 ,34890 
2018/1/10,6820 ,8530 ,2200 ,1900 ,7923 ,115 ,4698 ,672 ,571 ,34210 
2018/1/11,6880 ,8650 ,2200 ,2200 ,7960 ,121 ,5250 ,670 ,617 ,35388 
2018/1/12,4080 ,6210 ,1500 ,1900 ,4464 ,83 ,3782 ,418 ,542 ,23472 
2018/1/13,4110 ,5730 ,1400 ,1300 ,4140 ,90 ,3530 ,400 ,348 ,21553 
2018/1/14,1880 ,4170 ,1100 ,1200 ,4448 ,90 ,2826 ,404 ,191 ,16676 
2018/1/15,7590 ,8810 ,2400 ,2200 ,8359 ,122 ,5173 ,657 ,696 ,36780 
2018/1/16,7100 ,8430 ,2100 ,2100 ,8013 ,120 ,4499 ,621 ,563 ,34332 
2018/1/17,6920 ,8740 ,2300 ,2300 ,7805 ,128 ,4771 ,709 ,571 ,35039 
2018/1/18,6040 ,7960 ,2200 ,2300 ,7486 ,141 ,4582 ,598 ,531 ,32585 
2018/1/19,6630 ,8040 ,2100 ,2400 ,7401 ,145 ,4450 ,540 ,500 ,33031 
2018/1/20,4950 ,7020 ,1800 ,1800 ,6168 ,109 ,3914 ,506 ,342 ,27214 
2018/1/21,2260 ,4960 ,1100 ,1000 ,2957 ,84 ,2274 ,216 ,167 ,15325 
2018/1/22,6220 ,8010 ,2100 ,2100 ,7416 ,116 ,5029 ,711 ,533 ,32968 
2018/1/23,6890 ,7810 ,2000 ,2300 ,7135 ,107 ,4632 ,498 ,602 ,32739 
2018/1/24,7190 ,8150 ,2100 ,2300 ,7364 ,109 ,4885 ,595 ,749 ,34253 
2018/1/25,7570 ,8660 ,2000 ,2400 ,7574 ,107 ,4680 ,630 ,686 ,35043 
2018/1/26,7220 ,8060 ,2200 ,2000 ,7363 ,134 ,4849 ,551 ,653 ,33869 
2018/1/27,5830 ,7040 ,2000 ,1900 ,5909 ,113 ,3960 ,470 ,477 ,28324 
2018/1/28,1500 ,4080 ,1000 ,1000 ,3005 ,94 ,1755 ,195 ,173 ,13098 
2018/1/29,7310 ,8430 ,2100 ,1800 ,7634 ,121 ,5219 ,541 ,665 ,34622 
2018/1/30,4150 ,7450 ,1700 ,1500 ,5148 ,96 ,4308 ,462 ,665 ,26064 
2018/1/31,4510 ,7080 ,1500 ,1700 ,5359 ,92 ,3572 ,458 ,608 ,25431 
2018/2/1,5050 ,5880 ,1300 ,1800 ,4795 ,86 ,3747 ,513 ,680 ,24346 
2018/2/2,5060 ,7260 ,1600 ,1600 ,4805 ,87 ,4091 ,459 ,655 ,26303 
2018/2/3,3600 ,6210 ,1300 ,1400 ,4502 ,94 ,3367 ,433 ,282 ,21609 
2018/2/4,2280 ,4360 ,1000 ,1000 ,2451 ,94 ,1785 ,165 ,147 ,13622 
2018/2/5,4280 ,7240 ,1500 ,1500 ,4915 ,92 ,3425 ,545 ,620 ,24680 
2018/2/6,4020 ,7120 ,1600 ,1400 ,4759 ,95 ,3931 ,469 ,568 ,24503 
2018/2/7,4230 ,6100 ,1200 ,1200 ,4579 ,92 ,3261 ,489 ,624 ,22315 
2018/2/8,5220 ,6270 ,1400 ,1500 ,4916 ,92 ,3426 ,494 ,715 ,24507 
2018/2/9,4090 ,6040 ,1400 ,1200 ,4332 ,92 ,2951 ,459 ,633 ,21684 
2018/2/10,4150 ,5550 ,1100 ,1100 ,4334 ,91 ,2373 ,427 ,323 ,19892 
2018/2/11,3350 ,4480 ,1000 ,1100 ,2870 ,93 ,1804 ,366 ,197 ,15597 
2018/2/12,2160 ,4870 ,1100 ,1100 ,2386 ,92 ,2133 ,317 ,186 ,14677 
2018/2/13,4390 ,6650 ,1600 ,1500 ,4399 ,91 ,4301 ,439 ,589 ,24546 
2018/2/14,4560 ,6960 ,1700 ,1600 ,4807 ,125 ,3773 ,407 ,559 ,25114 
2018/2/15,3230 ,6210 ,1400 ,1400 ,4148 ,88 ,3331 ,429 ,574 ,21303 
2018/2/16,3460 ,6950 ,1600 ,1500 ,4267 ,94 ,3637 ,433 ,540 ,23011 
2018/2/17,3940 ,5850 ,1300 ,1600 ,4459 ,87 ,3355 ,425 ,475 ,22042 
2018/2/18,2190 ,4210 ,1100 ,1100 ,2734 ,91 ,2340 ,170 ,274 ,14519 
2018/2/19,3420 ,6690 ,1600 ,1400 ,4528 ,94 ,3587 ,423 ,635 ,22893 
2018/2/20,3440 ,6400 ,1600 ,1400 ,4148 ,93 ,3560 ,410 ,545 ,22109 
2018/2/21,4550 ,6550 ,1600 ,1900 ,4560 ,88 ,3655 ,485 ,562 ,24499 
2018/2/22,4700 ,6730 ,1500 ,1900 ,4418 ,94 ,3538 ,532 ,695 ,24741 
2018/2/23,5060 ,6650 ,1600 ,2000 ,4166 ,94 ,3371 ,509 ,620 ,24674 
2018/2/24,3900 ,5750 ,1300 ,1300 ,3833 ,91 ,2595 ,345 ,292 ,19834 
2018/2/25,2470 ,4310 ,1200 ,1000 ,2122 ,92 ,1482 ,188 ,141 ,13308 
2018/2/26,3260 ,5390 ,1100 ,1100 ,3782 ,93 ,3175 ,385 ,681 ,19380 
2018/2/27,3800 ,5340 ,1200 ,1500 ,3929 ,89 ,2949 ,441 ,571 ,20267 
2018/2/28,2370 ,6560 ,1400 ,1700 ,4714 ,122 ,3352 ,378 ,503 ,21618 
2018/3/1,3140 ,6020 ,1300 ,1700 ,4075 ,101 ,3320 ,420 ,502 ,21112 
2018/3/2,3470 ,6130 ,1500 ,1600 ,3979 ,91 ,3549 ,361 ,517 ,21643 
2018/3/3,2480 ,5450 ,1100 ,1200 ,3672 ,90 ,3028 ,352 ,292 ,18123 
2018/3/4,1730 ,3800 ,800 ,900 ,2117 ,97 ,1390 ,140 ,150 ,11404 
2018/3/5,2410 ,5040 ,1000 ,1100 ,3067 ,108 ,2763 ,347 ,480 ,16662 
2018/3/6,2170 ,5180 ,1200 ,1200 ,3171 ,90 ,2726 ,354 ,481 ,16950 
2018/3/7,3740 ,6540 ,1500 ,1400 ,4159 ,89 ,3926 ,474 ,524 ,22890 
2018/3/8,3900 ,6730 ,1800 ,1400 ,4399 ,112 ,3893 ,427 ,641 ,23855 
2018/3/9,3740 ,6200 ,1600 ,1900 ,4747 ,99 ,3603 ,377 ,466 ,23288 
2018/3/10,3330 ,5920 ,1400 ,1800 ,3797 ,91 ,3431 ,389 ,283 ,20881 
2018/3/11,2090 ,4250 ,1000 ,1000 ,2559 ,91 ,1957 ,263 ,142 ,13708 
2018/3/12,3790 ,6770 ,1600 ,1500 ,4224 ,93 ,3334 ,326 ,489 ,22620 
2018/3/13,3840 ,6160 ,1500 ,1600 ,3792 ,96 ,3163 ,347 ,439 ,21508 
2018/3/14,2780 ,6140 ,1500 ,1500 ,3600 ,96 ,3345 ,335 ,400 ,20122 
2018/3/15,2180 ,5810 ,1100 ,1400 ,3600 ,98 ,3147 ,333 ,359 ,18496 
2018/3/16,2410 ,6040 ,1300 ,1200 ,3501 ,97 ,3276 ,404 ,463 ,19161 
2018/3/17,2970 ,5500 ,1100 ,1500 ,3322 ,89 ,2823 ,307 ,262 ,18275 
2018/3/18,1120 ,4200 ,900 ,900 ,2162 ,87 ,1635 ,135 ,112 ,11521 
2018/3/19,2540 ,6120 ,1300 ,1200 ,3790 ,106 ,3543 ,367 ,426 ,19866 
2018/3/20,3580 ,6490 ,1300 ,1700 ,3979 ,92 ,3718 ,402 ,519 ,22240 
2018/3/21,1990 ,4580 ,1200 ,1100 ,2594 ,109 ,2119 ,351 ,389 ,14795 
2018/3/22,3150 ,6450 ,1500 ,1600 ,4148 ,72 ,3384 ,396 ,523 ,21742 
2018/3/23,3380 ,6530 ,1500 ,1600 ,4555 ,63 ,3214 ,396 ,423 ,22142 
2018/3/24,2220 ,4780 ,1200 ,1700 ,2652 ,62 ,2239 ,291 ,195 ,15769 
2018/3/25,1930 ,4300 ,1000 ,1500 ,2292 ,62 ,1714 ,126 ,155 ,13366 
2018/3/26,2460 ,6460 ,1200 ,1400 ,3722 ,76 ,3210 ,330 ,308 ,19604 
2018/3/27,3040 ,6130 ,1300 ,1500 ,4618 ,66 ,2745 ,315 ,346 ,20581 
2018/3/28,2980 ,6370 ,1300 ,1200 ,3453 ,76 ,3181 ,309 ,268 ,19518 
2018/3/29,2870 ,5950 ,1300 ,1600 ,3106 ,62 ,2957 ,293 ,272 ,18940 
2018/3/30,3360 ,5980 ,1200 ,1300 ,3250 ,58 ,3064 ,336 ,278 ,19256 
2018/3/31,4070 ,5760 ,1100 ,1100 ,3040 ,60 ,2816 ,324 ,172 ,18896 
2018/4/1,1170 ,3950 ,900 ,900 ,2323 ,66 ,1524 ,126 ,137 ,11353 
2018/4/2,2550 ,6480 ,1400 ,1200 ,4683 ,66 ,3111 ,309 ,350 ,20570 
2018/4/3,2530 ,6540 ,1600 ,1500 ,5378 ,64 ,3027 ,363 ,307 ,21816 
2018/4/4,2990 ,6610 ,1700 ,1900 ,6017 ,73 ,3004 ,336 ,322 ,23500 
2018/4/5,1720 ,6360 ,1500 ,1600 ,5465 ,77 ,3143 ,347 ,329 ,20764 
2018/4/6,1750 ,5900 ,1000 ,1400 ,3760 ,80 ,2427 ,303 ,292 ,17306 
2018/4/7,1770 ,6000 ,1300 ,1200 ,4052 ,91 ,2507 ,313 ,188 ,17772 
2018/4/8,1270 ,3930 ,900 ,1300 ,2368 ,87 ,1298 ,122 ,128 ,11719 
2018/4/9,2760 ,7180 ,1800 ,1500 ,6161 ,112 ,3658 ,512 ,326 ,24552 
2018/4/10,2750 ,7290 ,1800 ,1500 ,6317 ,114 ,3465 ,485 ,322 ,24593 
2018/4/11,2810 ,7100 ,1800 ,1500 ,6223 ,118 ,3327 ,523 ,335 ,24217 
2018/4/12,3920 ,7330 ,1800 ,1500 ,6643 ,120 ,3443 ,487 ,311 ,26211 
2018/4/13,3240 ,7000 ,1800 ,1600 ,6334 ,126 ,3253 ,527 ,354 ,24736 
2018/4/14,1950 ,6200 ,1500 ,1200 ,4517 ,101 ,2705 ,375 ,182 ,19179 
2018/4/15,1320 ,4190 ,1100 ,1000 ,2412 ,88 ,1864 ,166 ,138 ,12484 
2018/4/16,2720 ,7110 ,1800 ,1600 ,6132 ,107 ,3357 ,523 ,333 ,24267 
2018/4/17,2680 ,7280 ,1800 ,1800 ,6525 ,121 ,3455 ,575 ,347 ,25101 
2018/4/18,2860 ,7300 ,1800 ,1800 ,6327 ,125 ,3413 ,577 ,373 ,25210 
2018/4/19,2840 ,7200 ,1800 ,2000 ,6571 ,136 ,3314 ,516 ,335 ,25190 
2018/4/20,3670 ,7350 ,1900 ,1900 ,6408 ,125 ,3478 ,562 ,324 ,26313 
2018/4/21,2340 ,6500 ,1600 ,1200 ,4742 ,122 ,2626 ,334 ,192 ,20176 
2018/4/22,1360 ,4660 ,1200 ,1100 ,2348 ,104 ,1383 ,117 ,147 ,12724 
2018/4/23,2940 ,7180 ,1800 ,1500 ,6391 ,128 ,3360 ,600 ,300 ,24648 
2018/4/24,3100 ,7370 ,1700 ,1500 ,6777 ,139 ,3232 ,578 ,332 ,25335 
2018/4/25,4150 ,7320 ,1900 ,1600 ,6694 ,137 ,3373 ,657 ,328 ,26749 
2018/4/26,3780 ,7650 ,1900 ,1700 ,6706 ,140 ,3436 ,524 ,304 ,26678 
2018/4/27,3320 ,7370 ,1800 ,1400 ,6691 ,129 ,3302 ,588 ,298 ,25493 
2018/4/28,2080 ,6580 ,1600 ,1300 ,4898 ,99 ,2501 ,339 ,178 ,19965 
2018/4/29,1270 ,4240 ,1300 ,1400 ,2563 ,87 ,1416 ,124 ,139 ,12832 
2018/4/30,1410 ,4900 ,1200 ,900 ,2417 ,84 ,1676 ,264 ,148 ,13351 
2018/5/1,1470 ,5220 ,1400 ,1000 ,2882 ,90 ,1772 ,268 ,157 ,14644 
2018/5/2,1460 ,4950 ,1400 ,1100 ,2616 ,89 ,1712 ,278 ,182 ,14084 
2018/5/3,1300 ,4360 ,1300 ,900 ,2376 ,86 ,1674 ,276 ,168 ,12786 
2018/5/4,1320 ,4270 ,1300 ,900 ,2314 ,79 ,1632 ,248 ,152 ,12536 
2018/5/5,1300 ,4270 ,1200 ,900 ,2330 ,84 ,1578 ,252 ,130 ,12329 
2018/5/6,1440 ,4220 ,1300 ,900 ,2424 ,84 ,1353 ,117 ,136 ,12254 
2018/5/7,4080 ,7500 ,1900 ,1600 ,6600 ,104 ,3393 ,617 ,371 ,26686 
2018/5/8,2840 ,7300 ,1800 ,2000 ,6627 ,105 ,3291 ,589 ,337 ,25465 
2018/5/9,3000 ,7260 ,1900 ,1500 ,6156 ,103 ,3255 ,555 ,325 ,24589 
2018/5/10,2780 ,7100 ,1800 ,1500 ,6235 ,127 ,3206 ,534 ,331 ,24141 
2018/5/11,2910 ,7160 ,1800 ,1500 ,6238 ,115 ,3275 ,575 ,331 ,24462 
2018/5/12,2400 ,6480 ,1700 ,1200 ,4903 ,106 ,2635 ,365 ,209 ,20441 
2018/5/13,1450 ,4140 ,1200 ,1000 ,2563 ,79 ,1558 ,142 ,140 ,12526 
2018/5/14,4190 ,7610 ,1900 ,1900 ,6516 ,105 ,3602 ,598 ,362 ,27398 
2018/5/15,4710 ,8110 ,1900 ,1500 ,7202 ,90 ,3728 ,582 ,398 ,28867 
2018/5/16,4710 ,8310 ,2200 ,1700 ,6989 ,102 ,3663 ,637 ,381 ,29359 
2018/5/17,5710 ,8310 ,2200 ,1600 ,7342 ,141 ,4079 ,551 ,489 ,31168 
2018/5/18,5940 ,8220 ,2300 ,1600 ,7277 ,127 ,4012 ,568 ,513 ,31278 
2018/5/19,3540 ,6810 ,1700 ,1300 ,5263 ,106 ,2818 ,392 ,387 ,22771 
2018/5/20,1340 ,4160 ,1400 ,900 ,2832 ,74 ,1611 ,139 ,154 ,12918 
2018/5/21,4760 ,7840 ,2100 ,1900 ,6785 ,109 ,3799 ,611 ,418 ,28973 
2018/5/22,5000 ,7980 ,1900 ,1500 ,7377 ,92 ,3824 ,616 ,523 ,29550 
2018/5/23,4450 ,7540 ,2100 ,1600 ,6989 ,97 ,3454 ,656 ,395 ,27885 
2018/5/24,5150 ,7850 ,2000 ,2000 ,7392 ,155 ,3646 ,614 ,444 ,29888 
2018/5/25,5290 ,7920 ,2200 ,1700 ,7183 ,130 ,3791 ,669 ,509 ,30111 
2018/5/26,3020 ,6950 ,1700 ,1300 ,5299 ,111 ,3081 ,429 ,287 ,22590 
2018/5/27,1860 ,5090 ,1200 ,1100 ,2422 ,88 ,1304 ,176 ,164 ,13767 
2018/5/28,5110 ,7890 ,2100 ,1600 ,7063 ,125 ,3889 ,671 ,424 ,29510 
2018/5/29,5570 ,8130 ,2100 ,1900 ,6797 ,128 ,4105 ,655 ,443 ,30625 
2018/5/30,5150 ,7850 ,2200 ,1900 ,7411 ,129 ,3767 ,683 ,443 ,30180 
2018/5/31,5030 ,7730 ,2100 ,2200 ,7464 ,138 ,3614 ,596 ,406 ,29906 
2018/6/1,5140 ,7810 ,2300 ,1800 ,7154 ,134 ,3896 ,654 ,440 ,30080 
2018/6/2,3720 ,6860 ,1800 ,1400 ,5652 ,117 ,3368 ,462 ,344 ,24231 
2018/6/3,1350 ,4400 ,1300 ,1600 ,2638 ,96 ,1673 ,167 ,156 ,13705 
2018/6/4,5910 ,8390 ,2200 ,1800 ,7442 ,125 ,3965 ,655 ,539 ,31724 
2018/6/5,5570 ,8410 ,2300 ,1700 ,7877 ,122 ,4133 ,697 ,523 ,32058 
2018/6/6,5000 ,7610 ,2200 ,1700 ,7246 ,133 ,3263 ,577 ,368 ,28810 
2018/6/7,5400 ,8320 ,2300 ,1800 ,7641 ,154 ,4178 ,592 ,523 ,31575 
2018/6/8,5900 ,8240 ,2300 ,1900 ,7600 ,143 ,3997 ,573 ,536 ,31959 
2018/6/9,4880 ,7290 ,1900 ,1700 ,6000 ,124 ,3108 ,412 ,313 ,26265 
2018/6/10,1880 ,4920 ,1500 ,1100 ,2600 ,103 ,1555 ,165 ,165 ,14373 
2018/6/11,4460 ,7650 ,2200 ,1900 ,7100 ,127 ,3800 ,670 ,391 ,28928 
2018/6/12,5020 ,7930 ,2200 ,1900 ,7800 ,132 ,3970 ,640 ,392 ,30674 
2018/6/13,4870 ,8000 ,2200 ,1900 ,7900 ,114 ,3842 ,698 ,436 ,30667 
2018/6/14,4540 ,7830 ,2200 ,1900 ,7500 ,159 ,3907 ,573 ,407 ,29697 
2018/6/15,4060 ,7360 ,2200 ,2100 ,7100 ,155 ,3479 ,571 ,383 ,27961 
2018/6/16,2020 ,6590 ,1700 ,1200 ,4100 ,128 ,2577 ,383 ,212 ,19396 
2018/6/17,1920 ,4760 ,1400 ,1200 ,4500 ,107 ,1755 ,455 ,151 ,16634 
2018/6/18,3760 ,7520 ,2000 ,1800 ,7000 ,142 ,3576 ,624 ,383 ,27374 
2018/6/19,5000 ,8050 ,2100 ,1900 ,7500 ,136 ,3932 ,618 ,419 ,30375 
2018/6/20,4660 ,7830 ,2200 ,1800 ,7300 ,144 ,3634 ,636 ,388 ,29153 
2018/6/21,4740 ,7770 ,2100 ,2000 ,7500 ,161 ,3623 ,597 ,443 ,29642 
2018/6/22,5660 ,8320 ,2400 ,1900 ,7500 ,144 ,4008 ,642 ,497 ,31749 
2018/6/23,2940 ,6790 ,1700 ,1300 ,5400 ,133 ,3504 ,476 ,257 ,23105 
2018/6/24,2240 ,5740 ,1600 ,1800 ,3400 ,102 ,2213 ,157 ,144 ,17819 
2018/6/25,6320 ,7970 ,2300 ,2000 ,7900 ,123 ,4450 ,770 ,558 ,33167 
2018/6/26,6410 ,8910 ,2300 ,1900 ,8200 ,146 ,4365 ,655 ,566 ,34260 
2018/6/27,7300 ,9160 ,2500 ,2000 ,8500 ,145 ,4467 ,753 ,636 ,36555 
2018/6/28,6690 ,9160 ,2600 ,2500 ,8600 ,156 ,4542 ,678 ,539 ,36312 
2018/6/29,4910 ,9360 ,2700 ,2300 ,8700 ,160 ,5040 ,680 ,611 ,35303 
2018/6/30,3850 ,8020 ,2200 ,2400 ,7000 ,139 ,4008 ,632 ,373 ,29297 
2018/7/1,4310 ,5680 ,1600 ,1400 ,3761 ,106 ,1919 ,161 ,190 ,19538 
2018/7/2,5140 ,9970 ,2600 ,2000 ,9312 ,144 ,4998 ,782 ,829 ,36601 
2018/7/3,5000 ,10140 ,2600 ,1900 ,9391 ,120 ,5470 ,770 ,611 ,36902 
2018/7/4,5260 ,9220 ,2600 ,2200 ,9170 ,144 ,4919 ,751 ,677 ,35690 
2018/7/5,4930 ,9210 ,2600 ,1900 ,8948 ,164 ,5018 ,672 ,560 ,34763 
2018/7/6,4590 ,8240 ,2500 ,1900 ,7920 ,154 ,4670 ,650 ,478 ,31912 
2018/7/7,3570 ,7790 ,1900 ,1700 ,6304 ,147 ,3821 ,449 ,290 ,26527 
2018/7/8,2350 ,5590 ,1400 ,1100 ,2873 ,122 ,2230 ,170 ,197 ,16397 
2018/7/9,5160 ,9530 ,2500 ,2300 ,9154 ,151 ,5390 ,760 ,692 ,36488 
2018/7/10,5080 ,10010 ,2700 ,2000 ,9703 ,146 ,5651 ,739 ,644 ,37510 
2018/7/11,5270 ,10230 ,2600 ,2100 ,9252 ,149 ,5492 ,798 ,631 ,37420 
2018/7/12,5060 ,9650 ,2600 ,2300 ,8813 ,171 ,5378 ,712 ,639 ,36135 
2018/7/13,5130 ,9900 ,2800 ,2200 ,9427 ,162 ,4751 ,749 ,739 ,36727 
2018/7/14,3630 ,8380 ,2100 ,1900 ,5503 ,142 ,4306 ,434 ,469 ,27455 
2018/7/15,4320 ,6780 ,1800 ,1900 ,6694 ,115 ,3293 ,177 ,199 ,25939 
2018/7/16,3880 ,7530 ,2000 ,2000 ,6720 ,123 ,3356 ,344 ,292 ,26798 
2018/7/17,5470 ,11110 ,2900 ,2200 ,10620 ,147 ,6259 ,811 ,775 ,41309 
2018/7/18,5410 ,11230 ,2900 ,2400 ,10226 ,153 ,5923 ,897 ,785 ,40829 
2018/7/19,5800 ,10790 ,2800 ,2600 ,10128 ,197 ,5912 ,858 ,877 ,40938 
2018/7/20,6070 ,10760 ,2900 ,2500 ,9879 ,156 ,5856 ,814 ,682 ,40577 
2018/7/21,4410 ,9180 ,2200 ,2200 ,7816 ,128 ,4684 ,566 ,332 ,32224 
2018/7/22,2140 ,5380 ,1500 ,1100 ,3236 ,97 ,2911 ,239 ,209 ,17210 
2018/7/23,5880 ,11530 ,2800 ,2500 ,10452 ,120 ,5877 ,913 ,761 ,41790 
2018/7/24,6040 ,11200 ,2700 ,2400 ,10826 ,151 ,5771 ,819 ,812 ,41680 
2018/7/25,5590 ,10940 ,2800 ,2400 ,9449 ,136 ,5631 ,859 ,621 ,39365 
2018/7/26,5200 ,9770 ,2500 ,2400 ,9321 ,155 ,5230 ,720 ,575 ,36769 
2018/7/27,4730 ,9220 ,2600 ,2200 ,8537 ,147 ,4778 ,662 ,485 ,34064 
2018/7/28,3340 ,7830 ,1700 ,1900 ,6425 ,143 ,3596 ,384 ,262 ,26194 
2018/7/29,2370 ,5830 ,1400 ,1200 ,3334 ,107 ,1962 ,358 ,239 ,17225 
2018/7/30,5100 ,10480 ,2700 ,2000 ,9261 ,132 ,6023 ,777 ,663 ,38000 
2018/7/31,4540 ,9630 ,2400 ,2000 ,8386 ,119 ,5205 ,645 ,647 ,34326 
2018/8/1,4700 ,10210 ,2400 ,1900 ,8316 ,120 ,5627 ,643 ,726 ,35468 
2018/8/2,4700 ,10220 ,2400 ,1900 ,8496 ,129 ,5698 ,552 ,761 ,35703 
2018/8/3,4740 ,9890 ,2400 ,1900 ,8414 ,117 ,6091 ,579 ,875 ,35815 
2018/8/4,2860 ,8440 ,1800 ,1400 ,5832 ,140 ,4563 ,367 ,328 ,26364 
2018/8/5,2270 ,5690 ,1500 ,1100 ,3320 ,116 ,3272 ,178 ,203 ,18090 
2018/8/6,4570 ,9810 ,2500 ,1800 ,8467 ,134 ,6117 ,483 ,753 ,35413 
2018/8/7,2850 ,6140 ,1700 ,1200 ,3686 ,100 ,2554 ,316 ,269 ,19340 
2018/8/8,3090 ,5570 ,1600 ,1300 ,2907 ,120 ,2266 ,324 ,206 ,17766 
2018/8/9,2610 ,5480 ,1300 ,1200 ,2956 ,117 ,2725 ,325 ,190 ,17353 
2018/8/10,4270 ,7080 ,1600 ,1300 ,3723 ,111 ,2514 ,376 ,181 ,21628 
2018/8/11,3180 ,5790 ,1600 ,1000 ,3201 ,116 ,2102 ,318 ,177 ,18007 
2018/8/12,2470 ,5140 ,1200 ,1100 ,3214 ,119 ,2002 ,168 ,171 ,15874 
2018/8/13,3480 ,6410 ,1400 ,1200 ,3038 ,118 ,2613 ,337 ,209 ,19290 
2018/8/14,3620 ,6620 ,1500 ,1100 ,3562 ,109 ,2564 ,346 ,181 ,20136 
2018/8/15,3770 ,6510 ,1500 ,1200 ,3173 ,108 ,2300 ,340 ,242 ,19652 
2018/8/16,4810 ,8010 ,2000 ,1500 ,5613 ,101 ,3833 ,407 ,660 ,27489 
2018/8/17,3590 ,7440 ,2000 ,1500 ,7004 ,90 ,4148 ,402 ,479 ,27267 
2018/8/18,3690 ,6840 ,1700 ,1500 ,6218 ,89 ,3109 ,341 ,157 ,24211 
2018/8/19,2360 ,5430 ,1300 ,1000 ,2551 ,93 ,1836 ,194 ,179 ,15296 
